0,1,2,output
1,135,15,0
135,15,0,159
15,0,159,45
0,159,45,2
159,45,2,2313
45,2,2313,3485
2,2313,3485,126
2313,3485,126,9
3485,126,9,112
126,9,112,3304
9,112,3304,108
112,3304,108,271
3304,108,271,3932
108,271,3932,137
271,3932,137,17
3932,137,17,2
137,17,2,175
17,2,175,1028
2,175,1028,6
175,1028,6,101
1028,6,101,3
6,101,3,2941
101,3,2941,956
3,2941,956,24
2941,956,24,221
956,24,221,37
24,221,37,3
221,37,3,621
37,3,621,51
3,621,51,316
621,51,316,126
51,316,126,19
316,126,19,24
126,19,24,221
19,24,221,108
24,221,108,126
221,108,126,61
108,126,61,9
126,61,9,112
61,9,112,3
9,112,3,1430
112,3,1430,21
3,1430,21,271
1430,21,271,149
21,271,149,4643
271,149,4643,18
149,4643,18,0
4643,18,0,67
18,0,67,2020
0,67,2020,964
67,2020,964,63
2020,964,63,3908
964,63,3908,6
63,3908,6,418
3908,6,418,3
6,418,3,300
418,3,300,21
3,300,21,44
300,21,44,10
21,44,10,3238
44,10,3238,7
10,3238,7,12
3238,7,12,128
7,12,128,67
12,128,67,6
128,67,6,119
67,6,119,139
6,119,139,21
119,139,21,207
139,21,207,0
21,207,0,456
207,0,456,529
0,456,529,119
456,529,119,161
529,119,161,272
119,161,272,64
161,272,64,2
272,64,2,441
64,2,441,75
2,441,75,8602
441,75,8602,117
75,8602,117,0
8602,117,0,404
117,0,404,68
0,404,68,9
404,68,9,56
68,9,56,131
9,56,131,53
56,131,53,772
131,53,772,271
53,772,271,246
772,271,246,84
271,246,84,354
246,84,354,1090
84,354,1090,46
354,1090,46,8
1090,46,8,420
46,8,420,121
8,420,121,1206
420,121,1206,8
121,1206,8,1470
1206,8,1470,6
8,1470,6,131
1470,6,131,51
6,131,51,772
131,51,772,24
51,772,24,70
772,24,70,27
24,70,27,791
70,27,791,1206
27,791,1206,0
791,1206,0,5649
1206,0,5649,4
0,5649,4,0
5649,4,0,9660
4,0,9660,2294
0,9660,2294,26
9660,2294,26,1
2294,26,1,0
26,1,0,456
1,0,456,137
0,456,137,3
456,137,3,590
137,3,590,0
3,590,0,3215
590,0,3215,20
0,3215,20,5
3215,20,5,98
20,5,98,32
5,98,32,0
98,32,0,1153
32,0,1153,0
0,1153,0,8
1153,0,8,213
0,8,213,3
8,213,3,647
213,3,647,2523
3,647,2523,5109
647,2523,5109,735
2523,5109,735,4826
5109,735,4826,106
735,4826,106,6988
4826,106,6988,35
106,6988,35,4562
6988,35,4562,1
35,4562,1,962
4562,1,962,35
1,962,35,142
962,35,142,6442
35,142,6442,3
142,6442,3,3049
6442,3,3049,3
3,3049,3,0
3049,3,0,2341
3,0,2341,1670
0,2341,1670,2
2341,1670,2,5842
1670,2,5842,5786
2,5842,5786,106
5842,5786,106,62
5786,106,62,829
106,62,829,2879
62,829,2879,983
829,2879,983,895
2879,983,895,4
983,895,4,0
895,4,0,2631
4,0,2631,3
0,2631,3,2889
2631,3,2889,0
3,2889,0,489
2889,0,489,0
0,489,0,926
489,0,926,3723
0,926,3723,1
926,3723,1,0
3723,1,0,917
1,0,917,4
0,917,4,778
917,4,778,3154
4,778,3154,349
778,3154,349,2182
3154,349,2182,7
349,2182,7,2
2182,7,2,1069
7,2,1069,3
2,1069,3,0
1069,3,0,1974
3,0,1974,735
0,1974,735,4826
1974,735,4826,25
735,4826,25,11
4826,25,11,171
25,11,171,1080
11,171,1080,259
171,1080,259,16
1080,259,16,27
259,16,27,8863
16,27,8863,157
27,8863,157,8597
8863,157,8597,4508
157,8597,4508,61
8597,4508,61,2719
4508,61,2719,14
61,2719,14,8
2719,14,8,924
14,8,924,11
8,924,11,8
924,11,8,22
11,8,22,62
8,22,62,4008
22,62,4008,63
62,4008,63,1417
4008,63,1417,1965
63,1417,1965,11
1417,1965,11,0
1965,11,0,831
11,0,831,56
0,831,56,27
831,56,27,4551
56,27,4551,293
27,4551,293,2
4551,293,2,788
293,2,788,47
2,788,47,2473
788,47,2473,2259
47,2473,2259,38
2473,2259,38,1520
2259,38,1520,25
38,1520,25,0
1520,25,0,735
25,0,735,123
0,735,123,70
735,123,70,99
123,70,99,11
70,99,11,0
99,11,0,2259
11,0,2259,61
0,2259,61,135
2259,61,135,1520
61,135,1520,0
135,1520,0,456
1520,0,456,455
0,456,455,0
456,455,0,3215
455,0,3215,1
0,3215,1,137
3215,1,137,3
1,137,3,108
137,3,108,6
3,108,6,31
108,6,31,36
6,31,36,75
31,36,75,859
36,75,859,4
75,859,4,817
859,4,817,34
4,817,34,36
817,34,36,1232
34,36,1232,32
36,1232,32,0
1232,32,0,735
32,0,735,63
0,735,63,964
735,63,964,8
63,964,8,106
964,8,106,221
8,106,221,37
106,221,37,3
221,37,3,7354
37,3,7354,9
3,7354,9,11
7354,9,11,8
9,11,8,106
11,8,106,5102
8,106,5102,9
106,5102,9,151
5102,9,151,124
9,151,124,4
151,124,4,11
124,4,11,6621
4,11,6621,3339
11,6621,3339,15
6621,3339,15,171
3339,15,171,1080
15,171,1080,420
171,1080,420,0
1080,420,0,456
420,0,456,1
0,456,1,5840
456,1,5840,6
1,5840,6,633
5840,6,633,3
6,633,3,2309
633,3,2309,2
3,2309,2,146
2309,2,146,4412
2,146,4412,14
146,4412,14,133
4412,14,133,272
14,133,272,27
133,272,27,58
272,27,58,104
27,58,104,9
58,104,9,1579
104,9,1579,7
9,1579,7,2523
1579,7,2523,18
7,2523,18,2
2523,18,2,9520
18,2,9520,1904
2,9520,1904,7
9520,1904,7,3112
1904,7,3112,108
7,3112,108,420
3112,108,420,58
108,420,58,133
420,58,133,6
58,133,6,70
133,6,70,8
6,70,8,25
70,8,25,1
8,25,1,1862
25,1,1862,383
1,1862,383,0
1862,383,0,727
383,0,727,8
0,727,8,210
727,8,210,40
8,210,40,542
210,40,542,107
40,542,107,376
542,107,376,1
107,376,1,714
376,1,714,21
1,714,21,3
714,21,3,26
21,3,26,95
3,26,95,155
26,95,155,428
95,155,428,20
155,428,20,5699
428,20,5699,20
20,5699,20,36
5699,20,36,9
20,36,9,59
36,9,59,19
9,59,19,2
59,19,2,178
19,2,178,8384
2,178,8384,331
178,8384,331,60
8384,331,60,77
331,60,77,823
60,77,823,7
77,823,7,8475
823,7,8475,2618
7,8475,2618,8
8475,2618,8,106
2618,8,106,2903
8,106,2903,7901
106,2903,7901,1
2903,7901,1,9700
7901,1,9700,3
1,9700,3,6509
9700,3,6509,1
3,6509,1,2685
6509,1,2685,0
1,2685,0,370
2685,0,370,508
0,370,508,1158
370,508,1158,574
508,1158,574,34
1158,574,34,1336
574,34,1336,3
34,1336,3,2606
1336,3,2606,7648
3,2606,7648,19
2606,7648,19,0
7648,19,0,1417
19,0,1417,1438
0,1417,1438,4
1417,1438,4,0
1438,4,0,370
4,0,370,508
0,370,508,200
370,508,200,0
508,200,0,102
200,0,102,2295
0,102,2295,7
102,2295,7,0
2295,7,0,4219
7,0,4219,818
0,4219,818,4
4219,818,4,34
818,4,34,1952
4,34,1952,29
34,1952,29,31
1952,29,31,18
29,31,18,148
31,18,148,6620
18,148,6620,8740
148,6620,8740,3155
6620,8740,3155,3806
8740,3155,3806,1
3155,3806,1,9030
3806,1,9030,481
1,9030,481,1100
9030,481,1100,347
481,1100,347,3683
1100,347,3683,9021
347,3683,9021,1
3683,9021,1,1935
9021,1,1935,70
1,1935,70,878
1935,70,878,6874
70,878,6874,4
878,6874,4,69
6874,4,69,2497
4,69,2497,16
69,2497,16,375
2497,16,375,2295
16,375,2295,32
375,2295,32,0
2295,32,0,224
32,0,224,818
0,224,818,7
224,818,7,0
818,7,0,5591
7,0,5591,2
0,5591,2,1246
5591,2,1246,1548
2,1246,1548,1283
1246,1548,1283,4
1548,1283,4,7458
1283,4,7458,0
4,7458,0,102
7458,0,102,8223
0,102,8223,1283
102,8223,1283,3731
8223,1283,3731,1337
1283,3731,1337,0
3731,1337,0,130
1337,0,130,7762
0,130,7762,7127
130,7762,7127,246
7762,7127,246,538
7127,246,538,3426
246,538,3426,9411
538,3426,9411,246
3426,9411,246,686
9411,246,686,502
246,686,502,0
686,502,0,95
502,0,95,1910
0,95,1910,2392
95,1910,2392,61
1910,2392,61,477
2392,61,477,2979
61,477,2979,3088
477,2979,3088,4
2979,3088,4,0
3088,4,0,3480
4,0,3480,3606
0,3480,3606,4
3480,3606,4,663
3606,4,663,9933
4,663,9933,1952
663,9933,1952,14
9933,1952,14,663
1952,14,663,1731
14,663,1731,19
663,1731,19,379
1731,19,379,3088
19,379,3088,4
379,3088,4,11
3088,4,11,1347
4,11,1347,1
11,1347,1,886
1347,1,886,5480
1,886,5480,0
886,5480,0,837
5480,0,837,1246
0,837,1246,1549
837,1246,1549,116
1246,1549,116,0
1549,116,0,7964
116,0,7964,143
0,7964,143,12
7964,143,12,1952
143,12,1952,4408
12,1952,4408,8838
1952,4408,8838,39
4408,8838,39,1174
8838,39,1174,1548
39,1174,1548,14
1174,1548,14,5609
1548,14,5609,3
14,5609,3,0
5609,3,0,275
3,0,275,2281
0,275,2281,4
275,2281,4,42
2281,4,42,35
4,42,35,68
42,35,68,0
35,68,0,200
68,0,200,40
0,200,40,2768
200,40,2768,4
40,2768,4,0
2768,4,0,574
4,0,574,2018
0,574,2018,5
574,2018,5,3
2018,5,3,27
5,3,27,8038
3,27,8038,163
27,8038,163,8582
8038,163,8582,268
163,8582,268,14
8582,268,14,75
268,14,75,9790
14,75,9790,2085
75,9790,2085,34
9790,2085,34,5
2085,34,5,2018
34,5,2018,0
5,2018,0,635
2018,0,635,1
0,635,1,9304
635,1,9304,0
1,9304,0,180
9304,0,180,1
0,180,1,1073
180,1,1073,11
1,1073,11,1593
1073,11,1593,52
11,1593,52,5
1593,52,5,2606
52,5,2606,750
5,2606,750,106
2606,750,106,4432
750,106,4432,32
106,4432,32,2
4432,32,2,3936
32,2,3936,4
2,3936,4,6898
3936,4,6898,7
4,6898,7,2
6898,7,2,1659
7,2,1659,750
2,1659,750,7
1659,750,7,3617
750,7,3617,34
7,3617,34,1169
3617,34,1169,19
34,1169,19,428
1169,19,428,4
19,428,4,95
428,4,95,1574
4,95,1574,1299
95,1574,1299,1410
1574,1299,1410,7
1299,1410,7,1
1410,7,1,2507
7,1,2507,5030
1,2507,5030,991
2507,5030,991,65
5030,991,65,133
991,65,133,732
65,133,732,4186
133,732,4186,663
732,4186,663,1731
4186,663,1731,19
663,1731,19,63
1731,19,63,93
19,63,93,511
63,93,511,86
93,511,86,106
511,86,106,39
86,106,39,7025
106,39,7025,7
39,7025,7,12
7025,7,12,1383
7,12,1383,7267
12,1383,7267,8525
1383,7267,8525,9785
7267,8525,9785,1240
8525,9785,1240,1
9785,1240,1,77
1240,1,77,70
1,77,70,7
77,70,7,0
70,7,0,289
7,0,289,507
0,289,507,44
289,507,44,19
507,44,19,412
44,19,412,138
19,412,138,1089
412,138,1089,178
138,1089,178,7531
1089,178,7531,5688
178,7531,5688,54
7531,5688,54,3977
5688,54,3977,0
54,3977,0,200
3977,0,200,1
0,200,1,61
200,1,61,39
1,61,39,753
61,39,753,355
39,753,355,18
753,355,18,34
355,18,34,1970
18,34,1970,95
34,1970,95,736
1970,95,736,2097
95,736,2097,7
736,2097,7,0
2097,7,0,161
7,0,161,4
0,161,4,0
161,4,0,1785
4,0,1785,8112
0,1785,8112,1463
1785,8112,1463,4
8112,1463,4,837
1463,4,837,77
4,837,77,894
837,77,894,41
77,894,41,4
894,41,4,5435
41,4,5435,0
4,5435,0,1198
5435,0,1198,3484
0,1198,3484,4
1198,3484,4,0
3484,4,0,3819
4,0,3819,1659
0,3819,1659,750
3819,1659,750,102
1659,750,102,94
750,102,94,23
102,94,23,211
94,23,211,5029
23,211,5029,8075
211,5029,8075,23
5029,8075,23,5
8075,23,5,94
23,5,94,203
5,94,203,663
94,203,663,1731
203,663,1731,1105
663,1731,1105,28
1731,1105,28,12
1105,28,12,1779
28,12,1779,788
12,1779,788,104
1779,788,104,788
788,104,788,7
104,788,7,34
788,7,34,299
7,34,299,1639
34,299,1639,3050
299,1639,3050,29
1639,3050,29,61
3050,29,61,153
29,61,153,34
61,153,34,19
153,34,19,16
34,19,16,0
19,16,0,393
16,0,393,2507
0,393,2507,574
393,2507,574,19
2507,574,19,7463
574,19,7463,2595
19,7463,2595,1
7463,2595,1,4487
2595,1,4487,15
1,4487,15,502
4487,15,502,2
15,502,2,1009
502,2,1009,8
2,1009,8,50
1009,8,50,127
8,50,127,75
50,127,75,727
127,75,727,8761
75,727,8761,192
727,8761,192,5347
8761,192,5347,3976
192,5347,3976,2517
5347,3976,2517,379
3976,2517,379,16
2517,379,16,7
379,16,7,0
16,7,0,393
7,0,393,4
0,393,4,10321
393,4,10321,1731
4,10321,1731,77
10321,1731,77,106
1731,77,106,1093
77,106,1093,491
106,1093,491,4203
1093,491,4203,263
491,4203,263,4
4203,263,4,86
263,4,86,61
4,86,61,8171
86,61,8171,172
61,8171,172,257
8171,172,257,4869
172,257,4869,1
257,4869,1,80
4869,1,80,36
1,80,36,2
80,36,2,837
36,2,837,340
2,837,340,490
837,340,490,1
340,490,1,190
490,1,190,27
1,190,27,187
190,27,187,75
27,187,75,2530
187,75,2530,479
75,2530,479,15
2530,479,15,12
479,15,12,508
15,12,508,100
12,508,100,12
508,100,12,1186
100,12,1186,1052
12,1186,1052,9007
1186,1052,9007,19
1052,9007,19,5
9007,19,5,1
19,5,1,15
5,1,15,79
1,15,79,0
15,79,0,327
79,0,327,1463
0,327,1463,1246
327,1463,1246,1549
1463,1246,1549,8408
1246,1549,8408,1505
1549,8408,1505,7
8408,1505,7,1084
1505,7,1084,643
7,1084,643,1415
1084,643,1415,86
643,1415,86,258
1415,86,258,6439
86,258,6439,4
258,6439,4,9032
6439,4,9032,99
4,9032,99,39
9032,99,39,0
99,39,0,7978
39,0,7978,768
0,7978,768,474
7978,768,474,2950
768,474,2950,497
474,2950,497,3
2950,497,3,1647
497,3,1647,4600
3,1647,4600,4599
1647,4600,4599,3570
4600,4599,3570,2426
4599,3570,2426,4
3570,2426,4,7165
2426,4,7165,7
4,7165,7,535
7165,7,535,9027
7,535,9027,27
535,9027,27,2
9027,27,2,2274
27,2,2274,17
2,2274,17,724
2274,17,724,4
17,724,4,2421
724,4,2421,7090
4,2421,7090,77
2421,7090,77,1770
7090,77,1770,0
77,1770,0,687
1770,0,687,1639
0,687,1639,3
687,1639,3,6028
1639,3,6028,72
3,6028,72,2976
6028,72,2976,4028
72,2976,4028,7
2976,4028,7,628
4028,7,628,0
7,628,0,8571
628,0,8571,3770
0,8571,3770,76
8571,3770,76,19
3770,76,19,7443
76,19,7443,0
19,7443,0,2490
7443,0,2490,837
0,2490,837,3
2490,837,3,72
837,3,72,963
3,72,963,308
72,963,308,237
963,308,237,36
308,237,36,0
237,36,0,2314
36,0,2314,5759
0,2314,5759,3844
2314,5759,3844,1302
5759,3844,1302,3
3844,1302,3,34
1302,3,34,2274
3,34,2274,19
34,2274,19,0
2274,19,0,4338
19,0,4338,837
0,4338,837,481
4338,837,481,275
837,481,275,4
481,275,4,0
275,4,0,6634
4,0,6634,61
0,6634,61,1488
6634,61,1488,18
61,1488,18,381
1488,18,381,17
18,381,17,0
381,17,0,6318
17,0,6318,1612
0,6318,1612,2947
6318,1612,2947,4893
1612,2947,4893,2764
2947,4893,2764,1
4893,2764,1,2487
2764,1,2487,2190
1,2487,2190,86
2487,2190,86,31
2190,86,31,39
86,31,39,214
31,39,214,7
39,214,7,1637
214,7,1637,2702
7,1637,2702,3
1637,2702,3,1300
2702,3,1300,2221
3,1300,2221,1
1300,2221,1,4483
2221,1,4483,1100
1,4483,1100,44
4483,1100,44,40
1100,44,40,2295
44,40,2295,4200
40,2295,4200,7
2295,4200,7,2507
4200,7,2507,1952
7,2507,1952,4008
2507,1952,4008,79
1952,4008,79,11
4008,79,11,2
79,11,2,1186
11,2,1186,1246
2,1186,1246,1205
1186,1246,1205,3
1246,1205,3,2
1205,3,2,3803
3,2,3803,10259
2,3803,10259,970
3803,10259,970,898
10259,970,898,6377
970,898,6377,2397
898,6377,2397,2
6377,2397,2,1989
2397,2,1989,1
2,1989,1,11
1989,1,11,0
1,11,0,1247
11,0,1247,1278
0,1247,1278,1548
1247,1278,1548,1182
1278,1548,1182,870
1548,1182,870,4496
1182,870,4496,6192
870,4496,6192,11
4496,6192,11,1989
6192,11,1989,25
11,1989,25,54
1989,25,54,0
25,54,0,2812
54,0,2812,4
0,2812,4,1186
2812,4,1186,6590
4,1186,6590,1341
1186,6590,1341,753
6590,1341,753,188
1341,753,188,2
753,188,2,2812
188,2,2812,1849
2,2812,1849,538
2812,1849,538,2
1849,538,2,369
538,2,369,11
2,369,11,0
369,11,0,2381
11,0,2381,4719
0,2381,4719,224
2381,4719,224,788
4719,224,788,5252
224,788,5252,2
788,5252,2,507
5252,2,507,0
2,507,0,4118
507,0,4118,2225
0,4118,2225,7
4118,2225,7,163
2225,7,163,3763
7,163,3763,6588
163,3763,6588,19
3763,6588,19,187
6588,19,187,141
19,187,141,0
187,141,0,5264
141,0,5264,10146
0,5264,10146,3
5264,10146,3,295
10146,3,295,6648
3,295,6648,7566
295,6648,7566,763
6648,7566,763,2
7566,763,2,13
763,2,13,589
2,13,589,724
13,589,724,3
589,724,3,615
724,3,615,375
3,615,375,34
615,375,34,2368
375,34,2368,56
34,2368,56,27
2368,56,27,1657
56,27,1657,10021
27,1657,10021,232
1657,10021,232,788
10021,232,788,7
232,788,7,527
788,7,527,4
7,527,4,2
527,4,2,200
4,2,200,974
2,200,974,9388
200,974,9388,7
974,9388,7,393
9388,7,393,0
7,393,0,1463
393,0,1463,258
0,1463,258,7410
1463,258,7410,0
258,7410,0,3847
7410,0,3847,20
0,3847,20,7258
3847,20,7258,7434
20,7258,7434,3
7258,7434,3,0
7434,3,0,1246
3,0,1246,1549
0,1246,1549,52
1246,1549,52,2
1549,52,2,2976
52,2,2976,3330
2,2976,3330,2026
2976,3330,2026,48
3330,2026,48,16
2026,48,16,496
48,16,496,1
16,496,1,29
496,1,29,300
1,29,300,663
29,300,663,1731
300,663,1731,1
663,1731,1,12
1731,1,12,5707
1,12,5707,3
12,5707,3,647
5707,3,647,1024
3,647,1024,20
647,1024,20,40
1024,20,40,1266
20,40,1266,29
40,1266,29,1750
1266,29,1750,42
29,1750,42,178
1750,42,178,152
42,178,152,14
178,152,14,20
152,14,20,456
14,20,456,4
20,456,4,47
456,4,47,2
4,47,2,481
47,2,481,2702
2,481,2702,3
481,2702,3,2221
2702,3,2221,1
3,2221,1,4707
2221,1,4707,3
1,4707,3,2
4707,3,2,8629
3,2,8629,3050
2,8629,3050,29
8629,3050,29,56
3050,29,56,80
29,56,80,3063
56,80,3063,0
80,3063,0,253
3063,0,253,1171
0,253,1171,2954
253,1171,2954,77
1171,2954,77,17
2954,77,17,0
77,17,0,1865
17,0,1865,2164
0,1865,2164,7
1865,2164,7,0
2164,7,0,1953
7,0,1953,6
0,1953,6,818
1953,6,818,4
6,818,4,11
818,4,11,481
4,11,481,1247
11,481,1247,20
481,1247,20,188
1247,20,188,127
20,188,127,41
188,127,41,2
127,41,2,178
41,2,178,329
2,178,329,4262
178,329,4262,4
329,4262,4,140
4262,4,140,4187
4,140,4187,1659
140,4187,1659,750
4187,1659,750,0
1659,750,0,481
750,0,481,19
0,481,19,4916
481,19,4916,2
19,4916,2,152
4916,2,152,681
2,152,681,3323
152,681,3323,10413
681,3323,10413,1
3323,10413,1,10182
10413,1,10182,4383
1,10182,4383,1489
10182,4383,1489,29
4383,1489,29,31
1489,29,31,811
29,31,811,0
31,811,0,1247
811,0,1247,171
0,1247,171,7
1247,171,7,0
171,7,0,6103
7,0,6103,423
0,6103,423,1
6103,423,1,4026
423,1,4026,4
1,4026,4,323
4026,4,323,72
4,323,72,3360
323,72,3360,3762
72,3360,3762,3
3360,3762,3,18
3762,3,18,309
3,18,309,2
18,309,2,1379
309,2,1379,8600
2,1379,8600,4
1379,8600,4,0
8600,4,0,2907
4,0,2907,7645
0,2907,7645,4383
2907,7645,4383,29
7645,4383,29,85
4383,29,85,16
29,85,16,99
85,16,99,0
16,99,0,3847
99,0,3847,1991
0,3847,1991,7
3847,1991,7,2507
1991,7,2507,1952
7,2507,1952,40
2507,1952,40,8264
1952,40,8264,39
40,8264,39,753
8264,39,753,14
39,753,14,663
753,14,663,379
14,663,379,890
663,379,890,11
379,890,11,1171
890,11,1171,2954
11,1171,2954,19
1171,2954,19,2
2954,19,2,60
19,2,60,77
2,60,77,63
60,77,63,12
77,63,12,185
63,12,185,4949
12,185,4949,936
185,4949,936,0
4949,936,0,4744
936,0,4744,4
0,4744,4,4386
4744,4,4386,4009
4,4386,4009,7393
4386,4009,7393,2
4009,7393,2,6107
7393,2,6107,8328
2,6107,8328,1077
6107,8328,1077,29
8328,1077,29,90
1077,29,90,29
29,90,29,50
90,29,50,17
29,50,17,4452
50,17,4452,5855
17,4452,5855,9521
4452,5855,9521,72
5855,9521,72,1751
9521,72,1751,886
72,1751,886,15
1751,886,15,72
886,15,72,3360
15,72,3360,3762
72,3360,3762,7
3360,3762,7,0
3762,7,0,499
7,0,499,8697
0,499,8697,1
499,8697,1,17
8697,1,17,0
1,17,0,9523
17,0,9523,276
0,9523,276,311
9523,276,311,2392
276,311,2392,32
311,2392,32,1171
2392,32,1171,0
32,1171,0,8485
1171,0,8485,4
0,8485,4,8096
8485,4,8096,2364
4,8096,2364,4
8096,2364,4,0
2364,4,0,4338
4,0,4338,1186
0,4338,1186,1935
4338,1186,1935,1240
1186,1935,1240,500
1935,1240,500,205
1240,500,205,4
500,205,4,42
205,4,42,31
4,42,31,2773
42,31,2773,525
31,2773,525,4452
2773,525,4452,2679
525,4452,2679,65
4452,2679,65,12
2679,65,12,867
65,12,867,3
12,867,3,269
867,3,269,41
3,269,41,6364
269,41,6364,1249
41,6364,1249,29
6364,1249,29,23
1249,29,23,16
29,23,16,90
23,16,90,0
16,90,0,1247
90,0,1247,383
0,1247,383,0
1247,383,0,3046
383,0,3046,2936
0,3046,2936,20
3046,2936,20,152
2936,20,152,20
20,152,20,30
152,20,30,1100
20,30,1100,3
30,1100,3,29
1100,3,29,318
3,29,318,11
29,318,11,47
318,11,47,35
11,47,35,533
47,35,533,9557
35,533,9557,38
533,9557,38,372
9557,38,372,765
38,372,765,3
372,765,3,127
765,3,127,5379
3,127,5379,15
127,5379,15,0
5379,15,0,8362
15,0,8362,1
0,8362,1,0
8362,1,0,3046
1,0,3046,2936
0,3046,2936,1489
3046,2936,1489,2146
2936,1489,2146,3
1489,2146,3,27
2146,3,27,663
3,27,663,1731
27,663,1731,1
663,1731,1,12
1731,1,12,837
1,12,837,1247
12,837,1247,43
837,1247,43,101
1247,43,101,4141
43,101,4141,13
101,4141,13,72
4141,13,72,74
13,72,74,440
72,74,440,411
74,440,411,3
440,411,3,2202
411,3,2202,746
3,2202,746,2611
2202,746,2611,2847
746,2611,2847,8586
2611,2847,8586,171
2847,8586,171,8451
8586,171,8451,1
171,8451,1,110
8451,1,110,215
1,110,215,187
110,215,187,565
215,187,565,0
187,565,0,7617
565,0,7617,7535
0,7617,7535,289
7617,7535,289,1155
7535,289,1155,246
289,1155,246,1164
1155,246,1164,77
246,1164,77,106
1164,77,106,62
77,106,62,280
106,62,280,0
62,280,0,7136
280,0,7136,4
0,7136,4,837
7136,4,837,8
4,837,8,4436
837,8,4436,488
8,4436,488,3
4436,488,3,3804
488,3,3804,334
3,3804,334,0
3804,334,0,200
334,0,200,0
0,200,0,1216
200,0,1216,5882
0,1216,5882,488
1216,5882,488,464
5882,488,464,14
488,464,14,92
464,14,92,275
14,92,275,162
92,275,162,325
275,162,325,59
162,325,59,513
325,59,513,64
59,513,64,0
513,64,0,2785
64,0,2785,7
0,2785,7,0
2785,7,0,258
7,0,258,818
0,258,818,4
258,818,4,47
818,4,47,6
4,47,6,123
47,6,123,30
6,123,30,354
123,30,354,0
30,354,0,1999
354,0,1999,3
0,1999,3,4740
1999,3,4740,18
3,4740,18,2
4740,18,2,2204
18,2,2204,2
2,2204,2,124
2204,2,124,14
2,124,14,30
124,14,30,4388
14,30,4388,179
30,4388,179,0
4388,179,0,640
179,0,640,22
0,640,22,12
640,22,12,58
22,12,58,150
12,58,150,58
58,150,58,3
150,58,3,21
58,3,21,4862
3,21,4862,2479
21,4862,2479,24
4862,2479,24,37
2479,24,37,7219
24,37,7219,395
37,7219,395,8
7219,395,8,9571
395,8,9571,0
8,9571,0,1558
9571,0,1558,14
0,1558,14,113
1558,14,113,139
14,113,139,10
113,139,10,1304
139,10,1304,18
10,1304,18,0
1304,18,0,198
18,0,198,7
0,198,7,0
198,7,0,0
7,0,0,1294
0,0,1294,24
0,1294,24,10
1294,24,10,322
24,10,322,15
10,322,15,24
322,15,24,4084
15,24,4084,4
24,4084,4,12
4084,4,12,1353
4,12,1353,620
12,1353,620,16
1353,620,16,81
620,16,81,315
16,81,315,1047
81,315,1047,150
315,1047,150,36
1047,150,36,4
150,36,4,0
36,4,0,654
4,0,654,44
0,654,44,523
654,44,523,483
44,523,483,23
523,483,23,5118
483,23,5118,11
23,5118,11,893
5118,11,893,1563
11,893,1563,52
893,1563,52,0
1563,52,0,88
52,0,88,58
0,88,58,41
88,58,41,150
58,41,150,11
41,150,11,1999
150,11,1999,1550
11,1999,1550,17
1999,1550,17,7377
1550,17,7377,13
17,7377,13,5
7377,13,5,6
13,5,6,570
5,6,570,21
6,570,21,264
570,21,264,0
21,264,0,198
264,0,198,10
0,198,10,981
198,10,981,1
10,981,1,7719
981,1,7719,24
1,7719,24,445
7719,24,445,96
24,445,96,0
445,96,0,3376
96,0,3376,17
0,3376,17,7244
3376,17,7244,256
17,7244,256,8601
7244,256,8601,21
256,8601,21,306
8601,21,306,1
21,306,1,137
306,1,137,21
1,137,21,124
137,21,124,9804
21,124,9804,1
124,9804,1,976
9804,1,976,5771
1,976,5771,2
976,5771,2,2365
5771,2,2365,3278
2,2365,3278,0
2365,3278,0,87
3278,0,87,21
0,87,21,84
87,21,84,13
21,84,13,9291
84,13,9291,17
13,9291,17,39
9291,17,39,3231
17,39,3231,118
39,3231,118,28
3231,118,28,4
118,28,4,1058
28,4,1058,695
4,1058,695,168
1058,695,168,26
695,168,26,2216
168,26,2216,87
26,2216,87,67
2216,87,67,24
87,67,24,199
67,24,199,14
24,199,14,24
199,14,24,186
14,24,186,37
24,186,37,18
186,37,18,0
37,18,0,247
18,0,247,69
0,247,69,1804
247,69,1804,1
69,1804,1,7031
1804,1,7031,20
1,7031,20,24
7031,20,24,1
20,24,1,21
24,1,21,1501
1,21,1501,2703
21,1501,2703,387
1501,2703,387,3
2703,387,3,5805
387,3,5805,17
3,5805,17,0
5805,17,0,2200
17,0,2200,57
0,2200,57,24
2200,57,24,484
57,24,484,58
24,484,58,52
484,58,52,0
58,52,0,4
52,0,4,0
0,4,0,60
4,0,60,17
0,60,17,0
60,17,0,1647
17,0,1647,1353
0,1647,1353,1558
1647,1353,1558,6
1353,1558,6,3188
1558,6,3188,1540
6,3188,1540,96
3188,1540,96,24
1540,96,24,314
96,24,314,5147
24,314,5147,137
314,5147,137,21
5147,137,21,0
137,21,0,5119
21,0,5119,124
0,5119,124,3
5119,124,3,204
124,3,204,18
3,204,18,0
204,18,0,6778
18,0,6778,4
0,6778,4,2
6778,4,2,44
4,2,44,10
2,44,10,2
44,10,2,2071
10,2,2071,3668
2,2071,3668,259
2071,3668,259,197
3668,259,197,21
259,197,21,305
197,21,305,28
21,305,28,17
305,28,17,4250
28,17,4250,0
17,4250,0,8931
4250,0,8931,68
0,8931,68,5
8931,68,5,419
68,5,419,1041
5,419,1041,4
419,1041,4,40
1041,4,40,163
4,40,163,8156
